287.4095	326.7946
288.6812	333.7755
288.8844	326.0869
289.2522	324.658
289.4751	313.51
289.5443	311.4146
289.5658	311.16
290.0318	310.0562
290.7838	313.2115
291.1051	309.1691
299.4739	356.1998
299.5467	299.4928
299.6014	337.4302
299.8321	317.8516
300.0379	324.0303
300.0818	348.4173
300.1799	318.5561
301.0896	337.6334
301.2658	296.6937
301.2945	312.0304
301.3305	349.9888
301.7915	345.08
301.8755	321.6002
301.9278	359.7213
301.9368	310.3422
301.9698	313.4465
302.5344	311.3175
302.5436	296.0334
302.8588	360.4817
303.9656	313.547
304.0195	362.3228
304.0857	296.3704
304.09	344.5124
304.0926	308.3839
304.2352	298.0637
304.6815	341.0858
304.6817	287.967
305.1426	355.9062
305.251	310.8887
306.3322	340.4075
306.3409	302.8634
306.3497	348.0043
306.6878	342.1806
306.7815	305.7966
306.7972	358.7114
307.6683	307.3524
307.7442	286.4826
307.7761	346.9329
308.0634	289.9396
309.3743	295.6503
309.6295	347.0523
309.7693	359.9757
310.2285	362.3279
310.7424	352.2159
311.1813	352.9912
311.2519	349.3783
311.7093	288.5325
312.0383	365.0722
312.7621	286.0991
312.8525	286.8945
314.0975	350.3792
314.1167	286.455
314.2636	282.0855
314.3566	361.5647
315.1322	351.6513
315.4215	288.8111
315.6043	369.0956
315.9412	352.7974
316.4139	355.072
317.6669	288.2036
318.5122	295.8089
319.1645	279.9449
319.3212	369.853
319.7163	360.8758
319.9053	366.7212
320.421	368.493
320.542	283.8389
320.7249	364.5003
321.2039	288.3662
321.4287	371.1367
322.2795	362.2826
322.968	285.0947
323.2863	280.3177
323.5497	361.3602
323.609	289.229
324.1306	369.6907
324.3766	292.014
324.8792	292.2314
325.1105	226.4006
325.4716	311.2612
325.5368	226.5532
325.8208	279.844
325.8215	310.7243
326.2158	230.8696
326.2183	277.3696
326.278	369.7687
326.5598	226.7873
326.6204	281.6779
326.6213	360.0871
326.626	240.6293
327.915	231.3873
328.214	314.302
328.7563	240.5577
328.9198	365.6659
328.9443	361.5117
329.0546	372.8745
329.2104	322.0476
329.326	366.0632
329.6417	318.0257
329.6523	239.1484
329.9223	309.3965
330.0827	283.3149
330.136	240.8284
331.1968	314.812
331.8425	290.3879
331.8536	286.3793
331.9987	283.5396
332.0164	228.8634
332.2888	372.5383
335.6136	367.0878
335.6944	361.3753
336.1905	282.3641
336.2319	312.4956
336.6573	283.354
337.4376	308.4274
337.5676	241.9102
337.5909	322.9823
337.6836	234.7523
337.8187	240.0344
337.9943	234.2468
338.0123	313.2399
338.2718	242.388
338.3633	314.6392
338.5057	231.2647
338.8907	243.5986
338.9687	322.3308
341.6143	314.8348
341.8968	228.736
342.1181	237.2072
344.3436	316.2705
344.6735	314.8588
344.7557	304.1895
344.8819	231.0582
344.9692	320.8022
345.2528	231.7096
345.7934	238.7964
346.0891	317.1863
346.6387	232.5325
347.2532	319.4854
347.3195	316.6156
347.8047	243.5914
348.579	249.5003
349.5196	236.478
350.0376	315.2192
350.4847	235.5426
350.622	246.6194
350.7015	303.66
350.7568	301.4674
351.4064	307.4552
351.7695	298.117
351.7708	253.7142
351.9953	295.9377
352.361	241.4014
352.8004	308.7457
352.8101	248.3301
354.4808	242.8416
354.6356	297.7598
355.3368	310.5253
356.1552	308.7878
356.5683	302.2708
356.9968	255.8079
357.0223	251.425
357.175	302.728
357.259	252.409
357.5445	260.8469
357.596	249.9798
357.709	285.0124
357.7775	305.2079
358.2685	267.3167
358.4169	242.7016
358.871	287.9031
359.1187	288.2884
